locus,ratio,std,revRatio,revStd,weightRatio,pepNum,pepNumTotal,specCount,compositeRatio,desc
P56873,1,-1,1,-1,-1,1,1,1,4.81831,Sjoegren syndrome/scleroderma autoantigen 1 homolog OS=Mus musculus GN=Sssca1 PE=2 SV=1
O88990,0.41817,0.14048,2.02698,0.53744,0.45841,9,9,31,0.44368,Alpha-actinin-3 OS=Mus musculus GN=Actn3 PE=2 SV=1
Q8BMS1,0.24764,0.07007,2.69741,0.49791,0.27649,6,6,10,0.37618,"Trifunctional enzyme subunit alpha, mitochondrial OS=Mus musculus GN=Hadha PE=1 SV=1"
Q61081,0.18497,0.31159,0.44814,0.63999,0.50726,2,2,2,0.62766,Hsp90 co-chaperone Cdc37 OS=Mus musculus GN=Cdc37 PE=2 SV=1
Q64705,0.68497,-1,0.76579,-1,0.6135,8,8,13,1.59731,Upstream stimulatory factor 2 OS=Mus musculus GN=Usf2 PE=1 SV=1
Q8K298,0.6474,-1,0.91931,-1,1.33831,6,6,7,0.83097,Actin-binding protein anillin OS=Mus musculus GN=Anln PE=1 SV=2
Q8VBW5,0.42577,0.15092,1.61561,0.46349,0.47118,5,5,8,0.55778,HMG box transcription factor BBX OS=Mus musculus GN=Bbx PE=1 SV=2
P25425,0.6241,0.03609,1.37821,0.12131,0.6308,4,4,9,0.6309,"POU domain, class 2, transcription factor 1 OS=Mus musculus GN=Pou2f1 PE=2 SV=3"
Q8R550,0.72041,-1,1.31963,-1,0.37388,3,3,3,3.3037,SH3 domain-containing kinase-binding protein 1 OS=Mus musculus GN=Sh3kbp1 PE=1 SV=1
Q5F2E7,0.5906,0.23195,1.00616,0.20893,0.75417,8,8,12,0.71367,Nuclear fragile X mental retardation-interacting protein 2 OS=Mus musculus GN=Nufip2 PE=1 SV=1
Q60972,0.32956,0.03833,1.94402,0.72985,0.32785,3,3,4,0.54446,Histone-binding protein RBBP4 OS=Mus musculus GN=Rbbp4 PE=1 SV=5
Q00420,0.32357,0.23298,0.80792,0.64198,0.56769,5,5,7,0.62253,GA-binding protein subunit beta-1 OS=Mus musculus GN=Gabpb1 PE=1 SV=2
P47911,0.71046,0.19608,1.068,0.14874,0.75449,11,11,15,0.89358,60S ribosomal protein L6 OS=Mus musculus GN=Rpl6 PE=1 SV=3
P62702,0.65539,-1,1.46854,-1,0.65539,1,1,1,0.68036,"40S ribosomal protein S4, X isoform OS=Mus musculus GN=Rps4x PE=2 SV=2"
P16110,0.78871,-1,0.75018,-1,1.17764,8,8,16,0.68925,Galectin-3 OS=Mus musculus GN=Lgals3 PE=1 SV=3
Q8C8M1,1,-1,1,-1,-1,1,1,1,0.90961,Protein FAM60A OS=Mus musculus GN=Fam60a PE=2 SV=1
P62838,0.34279,-1,1.68497,-1,0.34279,1,1,3,0.43758,Ubiquitin-conjugating enzyme E2 D2 OS=Mus musculus GN=Ube2d2 PE=1 SV=1
P61079,0.37038,0.01611,1.48289,0.51126,0.36574,3,3,7,0.71831,Ubiquitin-conjugating enzyme E2 D3 OS=Mus musculus GN=Ube2d3 PE=1 SV=1
Q9EP71,0.46504,0.10851,1.36506,0.20773,0.50547,9,9,19,0.599,Ankycorbin OS=Mus musculus GN=Rai14 PE=1 SV=1
Q9WU78,0.44754,0.29265,0.93246,0.48357,0.69325,9,9,11,0.89028,Programmed cell death 6-interacting protein OS=Mus musculus GN=Pdcd6ip PE=1 SV=3
Q99KP6,0.50647,0.17567,1.26468,0.43123,0.61548,22,22,29,0.7279,Pre-mRNA-processing factor 19 OS=Mus musculus GN=Prpf19 PE=1 SV=1
O08584,0.45182,0.12598,1.21694,0.19446,0.50862,3,3,20,0.70676,Krueppel-like factor 6 OS=Mus musculus GN=Klf6 PE=2 SV=3
Q04744,1.62546,0,0.53792,0,1.62546,2,2,4,1.72628,Homeobox protein EMX2 OS=Mus musculus GN=Emx2 PE=2 SV=3
Q9CQI7,0.49991,0.12139,1.47246,0.33439,0.50881,2,2,2,0.5324,U2 small nuclear ribonucleoprotein B'' OS=Mus musculus GN=Snrpb2 PE=1 SV=1
P84104,1.53956,-1,0.49558,-1,1.53956,1,1,3,1.62918,Serine/arginine-rich splicing factor 3 OS=Mus musculus GN=Srsf3 PE=1 SV=1
P97310,0.34279,0.11439,1.86087,0.55755,0.41227,5,5,10,0.48815,DNA replication licensing factor MCM2 OS=Mus musculus GN=Mcm2 PE=1 SV=3
Q8C4J7,0.33913,0.09678,2.38976,0.50642,0.35877,6,6,8,0.44564,Transducin beta-like protein 3 OS=Mus musculus GN=Tbl3 PE=2 SV=1
Q8CFC7,0.50824,-1,0.62308,-1,0.84862,5,5,5,0.87877,CLK4-associating serine/arginine rich protein OS=Mus musculus GN=Clasrp PE=1 SV=3
"Q8K419,O54891",4.12377,-1,0.1592,-1,70.12659,3,3,4,27.28965,Galectin-4 OS=Mus musculus GN=Lgals4 PE=1 SV=2 @Galectin-6 OS=Mus musculus GN=Lgals6 PE=2 SV=1
Q3UK78,0.46197,-1,2.11953,-1,0.46197,1,1,1,0.51004,Polycomb group RING finger protein 5 OS=Mus musculus GN=Pcgf5 PE=2 SV=1
Q9CR68,0.12819,0.15385,0.48146,0.37158,0.32601,9,9,11,0.49165,"Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Mus musculus GN=Uqcrfs1 PE=1 SV=1"
Q9D1E6,0.47984,0.0789,1.62921,0.20322,0.49012,3,3,5,0.68121,Tubulin-folding cofactor B OS=Mus musculus GN=Tbcb PE=1 SV=2
P06837,0.6598,0,1.29546,0,0.6598,2,2,3,0.68329,Neuromodulin OS=Mus musculus GN=Gap43 PE=1 SV=1
Q8VDD5,0.46359,-1,0.69957,-1,0.5738,32,32,47,0.70095,Myosin-9 OS=Mus musculus GN=Myh9 PE=1 SV=4
Q9CXG3,0.34745,0.20292,0.58258,0.7575,0.5148,2,2,2,0.96652,Peptidyl-prolyl cis-trans isomerase-like 4 OS=Mus musculus GN=Ppil4 PE=1 SV=2
Q99KB8,0.27325,0.01242,1.42172,0.02965,0.27408,2,2,2,0.55321,"Hydroxyacylglutathione hydrolase, mitochondrial OS=Mus musculus GN=Hagh PE=1 SV=2"
Q6ZQI3,0.40012,0.10148,1.54508,1.15693,0.37044,2,2,2,0.37059,Malectin OS=Mus musculus GN=Mlec PE=2 SV=2
Q8BXC6,0.50669,-1,1.46993,-1,0.50669,1,1,1,0.4956,COMM domain-containing protein 2 OS=Mus musculus GN=Commd2 PE=1 SV=1
P35639,0.43043,-1,1.58672,-1,0.43043,1,1,1,0.5682,DNA damage-inducible transcript 3 protein OS=Mus musculus GN=Ddit3 PE=1 SV=1
Q8CIM8,0.33596,0.16191,1.58164,1.23124,0.29607,4,4,5,0.61404,Integrator complex subunit 4 OS=Mus musculus GN=Ints4 PE=1 SV=1
Q8BFQ4,0.41766,-1,2.0903,-1,0.41766,1,1,1,0.65883,WD repeat-containing protein 82 OS=Mus musculus GN=Wdr82 PE=1 SV=1
O54998,1.0883,0.09291,0.70639,0.0647,1.10803,3,3,5,1.33527,Peptidyl-prolyl cis-trans isomerase FKBP7 OS=Mus musculus GN=Fkbp7 PE=1 SV=1
Q9CQ49,1,0,1,0,-1,2,2,3,0.60758,Nuclear cap-binding protein subunit 2 OS=Mus musculus GN=Ncbp2 PE=1 SV=1
Q9DCT6,0.3651,-1,0.58338,-1,0.3651,1,1,2,0.67247,Chromatin complexes subunit BAP18 OS=Mus musculus GN=Bap18 PE=1 SV=1
Q922D8,0.62407,0.05455,1.21701,0.17974,0.63061,9,9,15,0.67206,"C-1-tetrahydrofolate synthase, cytoplasmic OS=Mus musculus GN=Mthfd1 PE=1 SV=4"
P17012,0.72313,-1,1.21377,-1,0.66628,5,5,10,0.77443,Zinc finger X-chromosomal protein OS=Mus musculus GN=Zfx PE=1 SV=2
O08663,0.12745,0.43321,0.33257,0.69673,0.63805,2,2,2,0.91114,Methionine aminopeptidase 2 OS=Mus musculus GN=Metap2 PE=1 SV=1
Q61598,0.60281,0.49648,0.80999,0.51173,0.77228,6,6,6,0.67978,Rab GDP dissociation inhibitor beta OS=Mus musculus GN=Gdi2 PE=1 SV=1
Q9CRA9,0.2939,-1,1.14941,-1,0.2939,1,1,1,0.62988,FGFR1 oncogene partner 2 homolog OS=Mus musculus GN=Fgfr1op2 PE=2 SV=1
Q3V1T4,0.54371,0.20007,1.43558,0.13474,0.60571,2,2,2,0.8287,Prolyl 3-hydroxylase 1 OS=Mus musculus GN=Lepre1 PE=2 SV=2
O88939,0.42427,0.08828,1.5763,0.39976,0.43989,5,5,11,0.63884,Zinc finger and BTB domain-containing protein 7A OS=Mus musculus GN=Zbtb7a PE=1 SV=2
Q60954,0.56007,0.08939,1.73994,0.27391,0.566,3,3,3,0.82893,Homeobox protein Meis1 OS=Mus musculus GN=Meis1 PE=1 SV=1
Q99L47,0.54579,0.03675,1.54952,0.0696,0.54745,3,3,7,0.76237,Hsc70-interacting protein OS=Mus musculus GN=St13 PE=1 SV=1
Q8BRM2,0.55798,-1,1.39266,-1,0.45931,4,4,5,0.70633,RAB6-interacting golgin OS=Mus musculus GN=Gorab PE=1 SV=1
Q9R0Q7,0.85606,0.02557,1.00541,0.12673,0.85412,5,5,19,0.94077,Prostaglandin E synthase 3 OS=Mus musculus GN=Ptges3 PE=1 SV=1
Q8QZV7,0.43576,0.10945,1.35441,0.3258,0.49649,8,8,39,0.61419,Protein asunder homolog OS=Mus musculus GN=Asun PE=1 SV=2
P16381,0.36692,0.01206,2.61677,0.02894,0.36724,2,2,2,0.39522,Putative ATP-dependent RNA helicase Pl10 OS=Mus musculus GN=D1Pas1 PE=2 SV=1
Q60722,0.49541,0.32353,0.91844,0.50547,0.74041,6,6,10,0.83134,Transcription factor 4 OS=Mus musculus GN=Tcf4 PE=1 SV=1
Q9JLV1,0.4791,0.30129,1.1857,0.21277,0.68067,2,2,4,0.78512,BAG family molecular chaperone regulator 3 OS=Mus musculus GN=Bag3 PE=1 SV=2
P80313,0.76434,0.01052,1.20118,0.10985,0.76414,4,4,4,0.84439,T-complex protein 1 subunit eta OS=Mus musculus GN=Cct7 PE=1 SV=1
Q9DCD5,0.70881,-1,1.20397,-1,0.71257,5,5,6,0.8048,Tight junction-associated protein 1 OS=Mus musculus GN=Tjap1 PE=1 SV=1
"P56546,O88712",0.62964,0.15882,1.31846,0.1481,0.68364,5,5,5,0.83601,C-terminal-binding protein 2 OS=Mus musculus GN=Ctbp2 PE=1 SV=2 @C-terminal-binding protein 1 OS=Mus musculus GN=Ctbp1 PE=1 SV=2
Q9CWU9,1.219,-1,0.75655,-1,1.219,1,1,1,1.21464,Nucleoporin Nup37 OS=Mus musculus GN=Nup37 PE=2 SV=2
Q9D6K7,0.12574,-1,0.29191,-1,0.12574,1,1,1,0.59907,Tetratricopeptide repeat protein 33 OS=Mus musculus GN=Ttc33 PE=2 SV=1
A2AG58,0.54775,0.06167,0.97959,0.38408,0.56473,8,8,12,0.72842,Uncharacterized protein CXorf23 homolog OS=Mus musculus PE=2 SV=1
Q8BWW4,0.97833,0.23896,0.87884,0.13844,1.02957,5,5,9,1.33095,La-related protein 4 OS=Mus musculus GN=Larp4 PE=2 SV=2
Q8CI08,0.40095,-1,0.77191,-1,0.47177,9,9,15,0.77889,SLAIN motif-containing protein 2 OS=Mus musculus GN=Slain2 PE=1 SV=2
Q62188,0.59824,0.00423,1.63957,0.02685,0.59833,2,2,2,0.62341,Dihydropyrimidinase-related protein 3 OS=Mus musculus GN=Dpysl3 PE=1 SV=1
Q3UKJ7,0.3551,0.10243,1.64084,0.53817,0.40138,14,14,18,0.61076,WD40 repeat-containing protein SMU1 OS=Mus musculus GN=Smu1 PE=2 SV=2
Q63918,0.64557,0.03927,1.5471,0.09184,0.64621,2,2,2,0.63588,Serum deprivation-response protein OS=Mus musculus GN=Sdpr PE=1 SV=3
P12367,0.5439,0.08182,1.53229,0.33929,0.54495,4,4,17,0.67127,cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Mus musculus GN=Prkar2a PE=1 SV=2
P27782,0.51993,0.10866,1.31137,0.19457,0.5455,3,3,5,1.03262,Lymphoid enhancer-binding factor 1 OS=Mus musculus GN=Lef1 PE=1 SV=1
Q8BJU0,0.36642,-1,2.32482,-1,0.36642,1,1,1,0.77665,Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Mus musculus GN=Sgta PE=1 SV=2
O88630,1.66634,-1,0.07659,-1,1.66634,1,1,1,15.34949,Golgi SNAP receptor complex member 1 OS=Mus musculus GN=Gosr1 PE=1 SV=2
Q9CQ06,0.71168,-1,0.76084,-1,0.71168,1,1,1,0.87058,"39S ribosomal protein L24, mitochondrial OS=Mus musculus GN=Mrpl24 PE=2 SV=1"
"Q9QY36,Q3UX61",5.72492,0,0.05001,0,5.72492,2,2,2,6.03259,N-alpha-acetyltransferase 10 OS=Mus musculus GN=Naa10 PE=1 SV=1 @N-alpha-acetyltransferase 11 OS=Mus musculus GN=Naa11 PE=2 SV=1
Q99LP6,0.32863,-1,0.98607,-1,0.32863,1,1,1,0.74094,"GrpE protein homolog 1, mitochondrial OS=Mus musculus GN=Grpel1 PE=1 SV=1"
Q6PHN9,0.27402,0.01365,2.39046,0.16959,0.276,3,3,5,0.33122,Ras-related protein Rab-35 OS=Mus musculus GN=Rab35 PE=1 SV=1
Q9WUL7,0.928,-1,0.29802,-1,0.928,1,1,1,2.22786,ADP-ribosylation factor-like protein 3 OS=Mus musculus GN=Arl3 PE=1 SV=1
Q9CR09,0.61521,-1,1.456,-1,0.61521,1,1,1,0.62063,Ubiquitin-fold modifier-conjugating enzyme 1 OS=Mus musculus GN=Ufc1 PE=2 SV=1
Q8VCB2,0.35196,0.06458,1.82451,0.18498,0.3627,3,3,3,1.05962,Mediator of RNA polymerase II transcription subunit 25 OS=Mus musculus GN=Med25 PE=1 SV=1
Q8K3W3,0.59631,0.17598,0.97109,0.07389,0.70446,9,9,11,0.81653,Protein CASC3 OS=Mus musculus GN=Casc3 PE=1 SV=3
P17141,0.36503,0.62503,0.38214,0.2601,1.01463,4,4,4,1.1567,Zinc finger protein 37 OS=Mus musculus GN=Zfp37 PE=2 SV=4
Q505F5,0.51756,-1,1.44928,-1,0.37234,3,3,3,0.6327,Leucine-rich repeat-containing protein 47 OS=Mus musculus GN=Lrrc47 PE=2 SV=1
Q8VC31,0.45373,0.1754,0.6607,0.55052,0.57556,6,6,7,0.76768,Coiled-coil domain-containing protein 9 OS=Mus musculus GN=Ccdc9 PE=2 SV=1
P46938,1.01261,0,0.94439,0,1.01261,2,2,2,0.92528,Yorkie homolog OS=Mus musculus GN=Yap1 PE=1 SV=2
Q8C3W1,0.42055,0.04188,0.71168,0.02361,0.42598,5,5,6,0.92379,Uncharacterized protein C1orf198 homolog OS=Mus musculus PE=2 SV=1
Q8BHX3,0.03446,-1,15.39751,-1,0.03446,1,1,1,0.10376,Borealin OS=Mus musculus GN=Cdca8 PE=1 SV=2
P09021,0.30869,0,0.64807,0,0.30869,2,2,3,0.65756,Homeobox protein Hox-A5 OS=Mus musculus GN=Hoxa5 PE=1 SV=1
"Q62176,D3Z4I3",0.47174,0.0555,0.83756,0.26279,0.495,3,3,7,0.77161,RNA-binding protein 38 OS=Mus musculus GN=Rbm38 PE=1 SV=2 @RNA-binding protein 24 OS=Mus musculus GN=Rbm24 PE=3 SV=1
Q9Z1B5,0.27958,0,0.93285,0,0.27958,2,2,4,0.42242,Mitotic spindle assembly checkpoint protein MAD2A OS=Mus musculus GN=Mad2l1 PE=1 SV=2
Q9JKW0,0.31226,-1,2.06252,-1,0.31226,1,1,1,0.3956,ADP-ribosylation factor-like protein 6-interacting protein 1 OS=Mus musculus GN=Arl6ip1 PE=2 SV=1
Q8CHP5,0.70308,0,1.07566,0,0.70308,2,2,4,0.79483,Partner of Y14 and mago OS=Mus musculus GN=Wibg PE=2 SV=2
Q08509,0.3928,1.40809,0.83716,5.29934,0.37803,3,3,4,0.49632,Epidermal growth factor receptor kinase substrate 8 OS=Mus musculus GN=Eps8 PE=1 SV=2
Q9CWW7,0.62614,0.12806,1.25682,0.33549,0.62131,3,3,5,0.67995,CXXC-type zinc finger protein 1 OS=Mus musculus GN=Cxxc1 PE=2 SV=1
Q9D706,0.23425,0,3.33488,0,0.23425,2,2,3,0.50068,RNA polymerase II-associated protein 3 OS=Mus musculus GN=Rpap3 PE=1 SV=1
Q3V300,0.02997,-1,6.49704,-1,0.02997,1,1,1,0.03828,Kinesin-like protein KIF22 OS=Mus musculus GN=Kif22 PE=2 SV=2
P15806,0.51716,0.28383,1.25351,0.26935,0.67082,5,5,6,1.23108,Transcription factor E2-alpha OS=Mus musculus GN=Tcf3 PE=1 SV=2
Q810D6,1.05041,-1,0.78503,-1,1.05041,1,1,1,0.87148,Glutamate-rich WD repeat-containing protein 1 OS=Mus musculus GN=Grwd1 PE=2 SV=2
P05064,0.74749,0.03152,1.21679,0.04812,0.74809,4,4,4,0.77601,Fructose-bisphosphate aldolase A OS=Mus musculus GN=Aldoa PE=1 SV=2
Q9D9Z1,0.54299,-1,1.12461,-1,0.54299,1,1,1,0.94798,Small kinetochore-associated protein OS=Mus musculus GN=Knstrn PE=2 SV=2
Q6P6J0,0.58454,-1,1.00307,-1,0.58454,1,1,1,0.85951,tRNA-specific adenosine deaminase 2 OS=Mus musculus GN=Adat2 PE=2 SV=1
Q99LX0,0.35528,0.2021,0.78332,0.72475,0.51642,3,3,4,0.68586,Protein DJ-1 OS=Mus musculus GN=Park7 PE=1 SV=1
P49717,0.55889,0.18491,0.51279,0.77815,0.5851,5,5,6,0.58917,DNA replication licensing factor MCM4 OS=Mus musculus GN=Mcm4 PE=1 SV=1
Q9Z1X4,0.59858,-1,1.47212,-1,0.46844,6,6,15,0.64349,Interleukin enhancer-binding factor 3 OS=Mus musculus GN=Ilf3 PE=1 SV=2
Q9QZS3,0.02375,0.06697,0.10136,0.03008,0.09996,2,2,4,0.49387,Protein numb homolog OS=Mus musculus GN=Numb PE=1 SV=1
Q9Z2E2,0.96468,0.19288,0.86909,0.16532,0.97188,4,4,4,1.07617,Methyl-CpG-binding domain protein 1 OS=Mus musculus GN=Mbd1 PE=1 SV=2
P62069,1,-1,1,-1,-1,1,1,1,30.35811,Ubiquitin carboxyl-terminal hydrolase 46 OS=Mus musculus GN=Usp46 PE=1 SV=1
P99026,0.42806,0.13491,1.07174,0.41149,0.50429,5,5,8,0.59382,Proteasome subunit beta type-4 OS=Mus musculus GN=Psmb4 PE=1 SV=1
Q9CVI2,0.3609,-1,0.65374,-1,0.3609,1,1,1,1.02341,Protein FAM133B OS=Mus musculus GN=Fam133b PE=1 SV=3
P53994,1,-1,1,-1,-1,1,1,1,0.75408,Ras-related protein Rab-2A OS=Mus musculus GN=Rab2a PE=1 SV=1
Q9CY97,0.47225,0.02764,0.97955,0.07983,0.47677,3,3,5,0.73871,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 OS=Mus musculus GN=Ssu72 PE=2 SV=1
Q05144,0.45393,0.06098,2.06797,0.23294,0.45939,4,4,4,0.52371,Ras-related C3 botulinum toxin substrate 2 OS=Mus musculus GN=Rac2 PE=2 SV=1
P63280,1,-1,1,-1,-1,1,1,3,1.35467,SUMO-conjugating enzyme UBC9 OS=Mus musculus GN=Ube2i PE=1 SV=1
Q8BJS4,0.81407,-1,1.22498,-1,0.66271,2,2,2,1.36719,SUN domain-containing protein 2 OS=Mus musculus GN=Sun2 PE=1 SV=3
Q8C0I1,0.64617,-1,1.19082,-1,0.41754,2,2,2,1.10748,"Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Mus musculus GN=Agps PE=1 SV=1"
Q921F4,0.48281,-1,1.97568,-1,0.37882,4,4,4,0.44135,Heterogeneous nuclear ribonucleoprotein L-like OS=Mus musculus GN=Hnrnpll PE=1 SV=3
O08789,0.1347,0.31691,0.18586,0.39256,0.64601,6,6,10,0.86322,Max-binding protein MNT OS=Mus musculus GN=Mnt PE=2 SV=2
Q9Z2Q2,0.53113,0.09853,0.40656,0.18653,0.53412,4,4,5,1.3631,Lysine-rich nucleolar protein 1 OS=Mus musculus GN=Knop1 PE=1 SV=2
P70429,0.65002,-1,1.29148,-1,0.65002,1,1,1,0.67034,Ena/VASP-like protein OS=Mus musculus GN=Evl PE=1 SV=2
Q91XD2,0.89824,-1,0.43968,-1,0.58474,5,5,6,7.26894,LIM and senescent cell antigen-like-containing domain protein 2 OS=Mus musculus GN=Lims2 PE=1 SV=1
Q64010,0.68342,-1,0.71062,-1,0.54069,4,4,5,0.56866,Adapter molecule crk OS=Mus musculus GN=Crk PE=1 SV=1
P97469,0.55218,-1,1.52693,-1,0.55218,1,1,1,0.65432,Zinc finger protein SNAI2 OS=Mus musculus GN=Snai2 PE=1 SV=1
Q9CQA5,0.47673,0.06167,1.75604,0.282,0.47651,7,7,9,0.5495,Mediator of RNA polymerase II transcription subunit 4 OS=Mus musculus GN=Med4 PE=2 SV=1
Q9CX11,1.17544,0.26006,0.65029,0.04357,1.27902,9,9,27,1.07923,rRNA-processing protein UTP23 homolog OS=Mus musculus GN=Utp23 PE=2 SV=1
"Q6ZWV3,P86048",0.38612,0.13838,1.45727,0.20893,0.43877,3,3,3,0.48652,60S ribosomal protein L10 OS=Mus musculus GN=Rpl10 PE=1 SV=3 @60S ribosomal protein L10-like OS=Mus musculus GN=Rpl10l PE=2 SV=1
Q9DBU5,0.94296,-1,0.99009,-1,0.92062,3,3,3,1.14218,E3 ubiquitin-protein ligase RNF6 OS=Mus musculus GN=Rnf6 PE=1 SV=1
Q9ERR8,0.22189,0.01269,1.21433,1.05134,0.21562,2,2,2,1.06148,Zinc finger protein 319 OS=Mus musculus GN=Znf319 PE=2 SV=1
Q9DC61,0.71641,-1,1.31418,-1,0.71641,1,1,1,0.97856,Mitochondrial-processing peptidase subunit alpha OS=Mus musculus GN=Pmpca PE=1 SV=1
Q8BTS4,0.43892,0.05652,1.30137,0.48083,0.46179,7,7,9,0.51029,Nuclear pore complex protein Nup54 OS=Mus musculus GN=Nup54 PE=1 SV=1
Q8C650,0.34717,0.10329,0.93401,0.45845,0.4303,4,4,5,0.71476,Septin-10 OS=Mus musculus GN=Sept10 PE=2 SV=1
Q9D8N0,0.30491,-1,2.05243,-1,0.3595,16,16,42,0.41819,Elongation factor 1-gamma OS=Mus musculus GN=Eef1g PE=1 SV=3
Q3TFK5,0.62806,0.08055,0.75764,0.02361,0.64335,4,4,5,1.00029,G patch domain-containing protein 4 OS=Mus musculus GN=Gpatch4 PE=1 SV=1
Q9D083,0.26033,0.00382,0.75808,0.4484,0.25877,2,2,3,0.8891,Kinetochore protein Spc24 OS=Mus musculus GN=Spc24 PE=2 SV=1
Q9CQD4,0.16173,0.04769,1.57236,0.9131,0.20612,3,3,4,0.28083,Charged multivesicular body protein 1b-2 OS=Mus musculus GN=Chmp1b2 PE=2 SV=2
Q68FG3,0.34412,0.37692,0.9814,0.44737,0.70601,5,5,10,0.54827,Protein SPT2 homolog OS=Mus musculus GN=Spty2d1 PE=2 SV=1
O88271,0.48601,0.08648,1.06658,0.38638,0.53313,3,3,6,0.68502,Craniofacial development protein 1 OS=Mus musculus GN=Cfdp1 PE=1 SV=1
Q60930,0.22882,-1,1.78786,-1,0.22882,1,1,1,0.48102,Voltage-dependent anion-selective channel protein 2 OS=Mus musculus GN=Vdac2 PE=1 SV=2
O08579,0.28203,0.01629,1.18621,0.1028,0.28187,2,2,3,0.79398,Emerin OS=Mus musculus GN=Emd PE=1 SV=1
Q9CQF4,0.09062,-1,1.61838,-1,0.09062,1,1,2,0.21288,Uncharacterized protein C6orf203 homolog OS=Mus musculus PE=1 SV=1
Q9DCF9,1,-1,1,-1,-1,1,1,1,3.97751,Translocon-associated protein subunit gamma OS=Mus musculus GN=Ssr3 PE=1 SV=1
Q64522,1.72161,1.13836,0.43357,0.12359,2.22202,2,2,34,2.00196,Histone H2A type 2-B OS=Mus musculus GN=Hist2h2ab PE=1 SV=3
Q7TN02,0.61341,-1,1.55962,-1,0.37627,2,2,2,0.87132,Mediator of RNA polymerase II transcription subunit 26 OS=Mus musculus GN=Med26 PE=2 SV=1
P15331,1.3305,-1,0.52502,-1,3.09387,3,3,5,7.20099,Peripherin OS=Mus musculus GN=Prph PE=1 SV=2
Q91WM3,0.27088,0.20139,0.97119,0.54496,0.5124,3,3,3,0.67781,U3 small nucleolar RNA-interacting protein 2 OS=Mus musculus GN=Rrp9 PE=1 SV=1
Q9JJ43,0.59601,0.14213,1.07966,0.26496,0.63614,26,26,63,0.76056,RNA binding protein fox-1 homolog 1 OS=Mus musculus GN=Rbfox1 PE=1 SV=3
Q91WT4,0.29807,0.02996,1.18831,0.15453,0.30568,4,4,6,0.53495,DnaJ homolog subfamily C member 17 OS=Mus musculus GN=Dnajc17 PE=2 SV=2
Q99LD8,0.59763,0.01039,1.36227,0.0319,0.59817,8,8,19,0.65691,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 OS=Mus musculus GN=Ddah2 PE=1 SV=1"
Q3TWF6,0.25478,0.22311,0.36022,0.75524,0.48692,4,4,9,0.64741,WD repeat-containing protein 70 OS=Mus musculus GN=Wdr70 PE=1 SV=1
Q60715,0.26115,0.30662,2.19524,0.75124,0.51611,3,3,11,0.57102,Prolyl 4-hydroxylase subunit alpha-1 OS=Mus musculus GN=P4ha1 PE=2 SV=2
Q61572,0.96635,-1,1.02055,-1,0.87204,4,4,5,0.98833,Forkhead box protein C1 OS=Mus musculus GN=Foxc1 PE=2 SV=3
D3YXK1,0.67969,-1,1.23782,-1,0.61331,4,4,4,0.79946,Atherin OS=Mus musculus GN=Samd1 PE=1 SV=1
Q91VN1,0.34358,-1,1.17079,-1,0.34358,1,1,1,0.63198,Zinc finger protein 24 OS=Mus musculus GN=Znf24 PE=1 SV=1
Reverse_sp|Q3UL36|ARGL1_MOUSE,0.27707,-1,0.54073,-1,0.27707,1,1,1,0.74623,Arginine and glutamate-rich protein 1 OS=Mus musculus GN=Arglu1 PE=1 SV=2
Q8BFY7,3.165,-1,0.25275,-1,3.165,1,1,1,3.00198,Protein FAM64A OS=Mus musculus GN=Fam64a PE=1 SV=1
Q9R0X0,0.4084,0,0.56247,0,0.4084,2,2,3,1.25445,Mediator of RNA polymerase II transcription subunit 20 OS=Mus musculus GN=Med20 PE=1 SV=1
P97452,0.52783,0.10145,1.49798,0.05696,0.56417,5,5,5,0.75192,Ribosome biogenesis protein BOP1 OS=Mus musculus GN=Bop1 PE=1 SV=1
O89090,0.43683,0.11568,1.14195,0.3195,0.49799,28,28,68,0.71184,Transcription factor Sp1 OS=Mus musculus GN=Sp1 PE=1 SV=2
Q61398,0.54521,0.10066,1.47004,0.18742,0.56264,15,15,32,0.66519,Procollagen C-endopeptidase enhancer 1 OS=Mus musculus GN=Pcolce PE=1 SV=2
Q9WTX2,0.6792,0.00935,1.32262,0.00329,0.67941,3,3,3,0.71307,Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Mus musculus GN=Prkra PE=1 SV=1
Q99KS2,0.19001,8.80E-04,0.78065,0.06713,0.18992,4,4,7,0.45941,Neugrin OS=Mus musculus GN=Ngrn PE=2 SV=3
Q91VN4,1,-1,1,-1,-1,1,1,2,0.34461,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 6, mitochondrial OS=Mus musculus GN=Chchd6 PE=2 SV=2"
Q99N84,1.19022,-1,0.79723,-1,1.19022,1,1,1,1.41265,"28S ribosomal protein S18b, mitochondrial OS=Mus musculus GN=Mrps18b PE=2 SV=1"
Q8VCM3,0.50352,0.25762,0.86579,0.18487,0.74413,4,4,5,0.90818,Zinc finger FYVE domain-containing protein 21 OS=Mus musculus GN=Zfyve21 PE=2 SV=2
