PLINE,LOCUS,AVERAGE_RATIO,AVERAGE_RATIO_REV,STANDARD_DEVIATION,STANDARD_DEVIATION_REV,COMPOSITE_RATIO,COMPOSITE_RATIO_STANDARD_DEVIATION,WEIGHTED_AVERAGE,LOG_INV_AVERAGE,LOG_INV_AVERAGE_REV,PEPTIDE_NUM,TOTAL_PEPTIDE_NUM,SPEC_COUNT,AREA_RATIO,DESCRIPTION
P,Q9CR21,0.41125,1.60598,0.35942,2.37169,1.04047,2.13403,0.55836,0.41125,1.60598,3,3,9,0.786954606,"Acyl carrier protein, mitochondrial OS=Mus musculus OX=10090 GN=Ndufab1 PE=1 SV=1 "
P,F8WJ64,0.41125,1.60598,0.35942,2.37169,1.04047,2.13403,0.55836,0.41125,1.60598,3,3,9,0.786954606,Acyl carrier protein (Fragment) OS=Mus musculus OX=10090 GN=Ndufab1 PE=1 SV=1 
P,P61080,0.67909,1.39158,0,0,0.86986,1,0.67909,0.67909,1.39158,2,2,2,0.869862833,Ubiquitin-conjugating enzyme E2 D1 OS=Mus musculus OX=10090 GN=Ube2d1 PE=1 SV=1 
P,D3YY84,0.85413,1.06365,NA,NA,0.86206,1,0.85413,0.85413,1.06365,1,1,1,0.862060548,Leukocyte receptor cluster member 8 homolog (Fragment) OS=Mus musculus OX=10090 GN=Leng8 PE=1 SV=1 
P,D3YXV8,0.85413,1.06365,NA,NA,0.86206,1,0.85413,0.85413,1.06365,1,1,1,0.862060548,Leukocyte receptor cluster member 8 homolog (Fragment) OS=Mus musculus OX=10090 GN=Leng8 PE=1 SV=2 
P,D3Z042,0.85413,1.06365,NA,NA,0.86206,1,0.85413,0.85413,1.06365,1,1,1,0.862060548,Leukocyte receptor cluster member 8 homolog (Fragment) OS=Mus musculus OX=10090 GN=Leng8 PE=1 SV=1 
P,A0A0U1RPR1,0.91663,0.78867,NA,NA,1.06915,1,0.91663,0.91663,0.78867,1,1,1,1.069149229,"Isocitrate dehydrogenase 2 (NADP+), mitochondrial, isoform CRA_a OS=Mus musculus OX=10090 GN=Idh2 PE=1 SV=1 "
P,D6RJL6,0.53979,0.53343,0.06049,0.13824,1.07133,1.29993,0.56775,0.53979,0.53343,3,3,7,1.276713474,Protein lin-54 homolog OS=Mus musculus OX=10090 GN=Lin54 PE=1 SV=1 
P,Q80U58,0.73581,0.73147,NA,NA,0.9157,1.20809,0.81068,0.73581,0.73147,15,15,24,0.900475262,Pumilio homolog 2 OS=Mus musculus OX=10090 GN=Pum2 PE=1 SV=2 
P,G5E8C4,0.72941,0.57576,NA,NA,1.31495,2.2673,1.39407,0.72941,0.57576,11,11,13,2.370023557,"MCG142017, isoform CRA_a OS=Mus musculus OX=10090 GN=Tmtc3 PE=1 SV=1 "
P,Q8BRH0,0.72941,0.57576,�,�,1.31495,2.2673,1.39407,0.72941,0.57576,11,11,13,2.370023557,Transmembrane and TPR repeat-containing protein 3 OS=Mus musculus OX=10090 GN=Tmtc3 PE=1 SV=2 
P,Q00547,0.11717,0.10185,NA,NA,1.29801,1.25206,0.7636,0.11717,0.10185,5,5,5,1.239101993,Hyaluronan mediated motility receptor OS=Mus musculus OX=10090 GN=Hmmr PE=1 SV=4 
P,Q9QUJ7,1.12974,0.61578,NA,NA,1.06663,2.2978,1.55562,1.12974,0.61578,9,9,13,2.611324958,Long-chain-fatty-acid--CoA ligase 4 OS=Mus musculus OX=10090 GN=Acsl4 PE=1 SV=2 
P,P24270,0.86946,0.85315,0.08012,0.06146,0.92857,1.12318,0.88747,0.86946,0.85315,5,5,8,0.946576585,Catalase OS=Mus musculus OX=10090 GN=Cat PE=1 SV=4 
P,A0A0G2JFN1,0.73998,0.73108,NA,NA,0.84856,1.20159,0.84209,0.73998,0.73108,8,8,12,0.927664463,Regulation of nuclear pre-mRNA domain-containing protein 2 OS=Mus musculus OX=10090 GN=Rprd2 PE=1 SV=1 
P,P27808,0.88966,0.67539,0.32503,0.20896,1.34855,1.02615,1.0962,0.88966,0.67539,4,4,4,1.332165432,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase OS=Mus musculus OX=10090 GN=Mgat1 PE=1 SV=1 "
P,Q4PJX1,0.41455,0.60713,0.30205,0.28097,0.8515,1.41885,0.71751,0.41455,0.60713,6,6,8,0.95992608,Protein odr-4 homolog OS=Mus musculus OX=10090 GN=Odr4 PE=1 SV=2 
P,A0A0R4J1Y8,0.86714,1.00706,0.08397,0.06997,1.04681,1.10419,0.87818,0.86714,1.00706,11,11,47,1.02237995,Nuclear transcription factor Y subunit alpha OS=Mus musculus OX=10090 GN=Nfya PE=1 SV=1 
P,P23708,0.86714,1.00706,0.08397,0.06997,1.04681,1.10419,0.87818,0.86714,1.00706,11,11,47,1.02237995,Nuclear transcription factor Y subunit alpha OS=Mus musculus OX=10090 GN=Nfya PE=1 SV=2 
P,Q9DBV7,0.86714,1.00706,0.08397,0.06997,1.04681,1.10419,0.87818,0.86714,1.00706,11,11,47,1.02237995,Nfya protein OS=Mus musculus OX=10090 GN=Nfya PE=1 SV=1 
P,F7DFJ2,0.86714,1.00706,0.08397,0.06997,1.04681,1.10419,0.87818,0.86714,1.00706,11,11,47,1.02237995,Nuclear transcription factor Y subunit alpha (Fragment) OS=Mus musculus OX=10090 GN=Nfya PE=1 SV=1 
P,F6TWX0,0.86714,1.00706,0.08397,0.06997,1.04681,1.10419,0.87818,0.86714,1.00706,11,11,47,1.02237995,Nuclear transcription factor Y subunit alpha (Fragment) OS=Mus musculus OX=10090 GN=Nfya PE=1 SV=1 
P,E0CYF3,0.86714,1.00706,0.08397,0.06997,1.04681,1.10419,0.87818,0.86714,1.00706,11,11,47,1.02237995,Nuclear transcription factor Y subunit alpha OS=Mus musculus OX=10090 GN=Nfya PE=1 SV=1 
P,V9GXE2,0.683,1.0236,0.00356,0.10525,0.54685,1.04417,0.68271,0.683,1.0236,2,2,2,0.547106308,Protein C-ets-1 OS=Mus musculus OX=10090 GN=Ets1 PE=1 SV=1 
P,Q9D8B3,0.77698,0.84078,0.29504,0.17404,0.93173,1.11071,0.88576,0.77698,0.84078,5,5,10,0.902979978,Charged multivesicular body protein 4b OS=Mus musculus OX=10090 GN=Chmp4b PE=1 SV=2 
P,B1ATP9,0.59533,1.49023,NA,NA,0.90157,1,0.59533,0.59533,1.49023,1,1,2,0.901565056,Zinc phosphodiesterase ELAC protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Elac2 PE=1 SV=8 
P,A0A087WPG7,0.62943,0.32521,NA,NA,1.26138,1,0.62943,0.62943,0.32521,1,1,1,1.261384593,Poly(rC)-binding protein 4 (Fragment) OS=Mus musculus OX=10090 GN=Pcbp4 PE=1 SV=1 
P,A0A0U1RQ12,0.2964,0.1119,NA,NA,1.86723,1,0.2964,0.2964,0.1119,1,1,2,1.867234413,Serine/threonine-protein phosphatase 4 catalytic subunit (Fragment) OS=Mus musculus OX=10090 GN=Ppp4c PE=1 SV=1 
P,Q78YY6,0.42248,0.19743,0,0,1.39513,1,0.42248,0.42248,0.19743,2,2,2,1.395125732,DnaJ homolog subfamily C member 15 OS=Mus musculus OX=10090 GN=Dnajc15 PE=1 SV=1 
P,A0A087WSC6,0.49497,0.47728,0.20786,0.11925,1.1134,1.34836,0.63821,0.49497,0.47728,19,19,43,1.188610409,TAR DNA-binding protein 43 (Fragment) OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1 
P,B2RWS6,0.69542,0.69519,NA,NA,0.88478,1.96118,0.83626,0.69542,0.69519,41,41,60,1.870691556,Histone acetyltransferase p300 OS=Mus musculus OX=10090 GN=Ep300 PE=1 SV=2 
P,E9QN70,0.82927,0.65953,0.28553,0.2003,1.15308,1.47698,1.01446,0.82927,0.65953,34,34,56,1.220349839,Laminin subunit beta-1 OS=Mus musculus OX=10090 GN=Lamb1 PE=1 SV=1 
P,P02469,0.82927,0.65953,0.28553,0.2003,1.15308,1.47698,1.01446,0.82927,0.65953,34,34,56,1.220349839,Laminin subunit beta-1 OS=Mus musculus OX=10090 GN=Lamb1 PE=1 SV=3 
P,A0A0R4J1H6,0.55638,0.63033,NA,NA,1.15743,3.14415,0.8653,0.55638,0.63033,17,17,22,3.036299378,Golgin subfamily A member 3 OS=Mus musculus OX=10090 GN=Golga3 PE=1 SV=1 
P,P55937,0.55638,0.63033,�,�,1.15743,3.14415,0.8653,0.55638,0.63033,17,17,22,3.036299378,Golgin subfamily A member 3 OS=Mus musculus OX=10090 GN=Golga3 PE=1 SV=3 
P,E9QP99,0.55638,0.63033,�,�,1.15743,3.14415,0.8653,0.55638,0.63033,17,17,22,3.036299378,Golgin subfamily A member 3 OS=Mus musculus OX=10090 GN=Golga3 PE=1 SV=1 
P,B1AYU7,0.42965,0.96068,NA,NA,0.85451,3.58292,0.75668,0.42965,0.96068,17,17,32,1.707157179,Pre-mRNA-splicing factor CWC22 homolog OS=Mus musculus OX=10090 GN=Cwc22 PE=1 SV=1 
P,Q8C5N3,0.42965,0.96068,�,�,0.85451,3.58292,0.75668,0.42965,0.96068,17,17,32,1.707157179,Pre-mRNA-splicing factor CWC22 homolog OS=Mus musculus OX=10090 GN=Cwc22 PE=1 SV=1 
P,A0A1D5RML9,0.79428,0.95012,NA,NA,0.94573,1.43443,0.78398,0.79428,0.95012,8,8,10,1.211615941,CCR4-NOT transcription complex subunit 1 (Fragment) OS=Mus musculus OX=10090 GN=Cnot1 PE=1 SV=1 
P,Q8R2M2,0.24107,0.51204,0.43604,0.33077,1.08905,2.2222,0.95738,0.24107,0.51204,7,7,9,0.958553623,Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Mus musculus OX=10090 GN=Dnttip2 PE=1 SV=1 
P,Q5SWK4,0.60549,0.71927,NA,NA,1.00724,2.99552,0.87819,0.60549,0.71927,15,15,33,1.023384331,Transcription factor COE1 OS=Mus musculus OX=10090 GN=Ebf1 PE=1 SV=1 
P,Q07802,0.60549,0.71927,�,�,1.00724,2.99552,0.87819,0.60549,0.71927,15,15,33,1.023384331,Transcription factor COE1 OS=Mus musculus OX=10090 GN=Ebf1 PE=1 SV=1 
P,Q5SWK8,0.60549,0.71927,�,�,1.00724,2.99552,0.87819,0.60549,0.71927,15,15,33,1.023384331,Transcription factor COE1 OS=Mus musculus OX=10090 GN=Ebf1 PE=1 SV=1 
P,A2AD84,0.63432,0.7887,0.12944,0.20323,0.84256,1.06324,0.67548,0.63432,0.7887,8,8,17,0.843436312,Serine/threonine-protein kinase 26 OS=Mus musculus OX=10090 GN=Stk26 PE=1 SV=1 
P,Q99JT2,0.63432,0.7887,0.12944,0.20323,0.84256,1.06324,0.67548,0.63432,0.7887,8,8,17,0.843436312,Serine/threonine-protein kinase 26 OS=Mus musculus OX=10090 GN=Stk26 PE=1 SV=1 
P,A0A0N4SVA6,0.94212,0.85472,0.07274,0.02138,1.11833,1.06501,0.9467,0.94212,0.85472,2,2,2,1.119438738,Ancient ubiquitous protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Aup1 PE=1 SV=1 
P,P70295,0.94212,0.85472,0.07274,0.02138,1.11833,1.06501,0.9467,0.94212,0.85472,2,2,2,1.119438738,Ancient ubiquitous protein 1 OS=Mus musculus OX=10090 GN=Aup1 PE=1 SV=1 
P,Q3U3K9,0.94212,0.85472,0.07274,0.02138,1.11833,1.06501,0.9467,0.94212,0.85472,2,2,2,1.119438738,Ancient ubiquitous protein 1 OS=Mus musculus OX=10090 GN=Aup1 PE=1 SV=1 
P,Q8BM39,0.70062,1.05636,0.08662,0.16731,0.96667,1.38884,0.70526,0.70062,1.05636,6,6,11,0.886825957,Pre-mRNA-splicing factor 18 OS=Mus musculus OX=10090 GN=Prpf18 PE=1 SV=1 
P,Q80UY7,0.23809,2.38688,0.26847,1.4831,1.2353,3.1043,0.49537,0.23809,2.38688,3,3,3,0.881413937,SCY1-like protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Scyl2 PE=1 SV=1 
P,Q80ZJ2,0.92251,1.04452,NA,NA,1.23276,1.73773,0.85102,0.92251,1.04452,2,2,2,1.328064374,Inositol-1-monophosphatase OS=Mus musculus OX=10090 GN=Impa1 PE=1 SV=1 
P,I7HFT9,0.295,0.22434,NA,NA,1.12366,1.54224,0.52515,0.295,0.22434,72,72,231,1.454110274,Histone H1t OS=Mus musculus OX=10090 GN=Hist1h1t PE=1 SV=1 
P,Q07133,0.295,0.22434,�,�,1.12366,1.54224,0.52515,0.295,0.22434,72,72,231,1.454110274,Histone H1t OS=Mus musculus OX=10090 GN=Hist1h1t PE=1 SV=4 
P,D3YV66,0.80211,0.85013,0,0,0.99049,1,0.80211,0.80211,0.85013,2,2,11,0.9904884,Nuclear respiratory factor 1 (Fragment) OS=Mus musculus OX=10090 GN=Nrf1 PE=1 SV=1 
P,Q8VC85,1.12159,0.84341,0,0,1.22279,1,1.12159,1.12159,0.84341,2,2,3,1.222791348,U6 snRNA-associated Sm-like protein LSm1 OS=Mus musculus OX=10090 GN=Lsm1 PE=1 SV=1 
P,F6W8Y8,1.10182,0.86576,NA,NA,0.81392,1,1.10182,1.10182,0.86576,1,1,1,0.813923846,Protein kinase C and casein kinase II substrate protein 3 (Fragment) OS=Mus musculus OX=10090 GN=Pacsin3 PE=1 SV=1 
P,Q99N91,0.81382,1.05562,NA,NA,0.82214,1,0.81382,0.81382,1.05562,1,1,1,0.822140391,"39S ribosomal protein L34, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl34 PE=1 SV=1 "
P,A0A338P6P4,0.21918,0.31561,NA,NA,2.98704,1,0.21918,0.21918,0.31561,1,1,1,2.987035402,Sphingomyelin phosphodiesterase 4 OS=Mus musculus OX=10090 GN=Smpd4 PE=1 SV=1 
P,A0A338P6I0,0.21918,0.31561,NA,NA,2.98704,1,0.21918,0.21918,0.31561,1,1,1,2.987035402,Sphingomyelin phosphodiesterase 4 OS=Mus musculus OX=10090 GN=Smpd4 PE=1 SV=1 
P,A0A338P7A7,0.21918,0.31561,NA,NA,2.98704,1,0.21918,0.21918,0.31561,1,1,1,2.987035402,Sphingomyelin phosphodiesterase 4 (Fragment) OS=Mus musculus OX=10090 GN=Smpd4 PE=1 SV=1 
P,A0A338P715,0.21918,0.31561,NA,NA,2.98704,1,0.21918,0.21918,0.31561,1,1,1,2.987035402,Sphingomyelin phosphodiesterase 4 OS=Mus musculus OX=10090 GN=Smpd4 PE=1 SV=1 
P,A0A0A0MQ79,0.59167,0.55308,NA,NA,1.09947,1.18931,0.88074,0.59167,0.55308,34,34,64,1.116202124,Protein PRRC2C OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=1 
P,Q3TLH4,0.59167,0.55308,�,�,1.09947,1.18931,0.88074,0.59167,0.55308,34,34,64,1.116202124,Protein PRRC2C OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=3 
P,S4R2J9,0.59167,0.55308,�,�,1.09947,1.18931,0.88074,0.59167,0.55308,34,34,64,1.116202124,Protein PRRC2C OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=1 
P,A2ALV7,0.64855,0.93961,NA,NA,0.86568,1.53522,0.78718,0.64855,0.93961,12,12,13,0.830197752,Proteasome adapter and scaffold protein ECM29 (Fragment) OS=Mus musculus OX=10090 GN=Ecpas PE=1 SV=1 
P,Q6PGB8,0.42971,0.56967,NA,NA,1.06143,1.46852,0.81448,0.42971,0.56967,33,33,96,1.056953296,Probable global transcription activator SNF2L1 OS=Mus musculus OX=10090 GN=Smarca1 PE=1 SV=1 
P,Q6P6L6,0.6823,0.85835,NA,NA,0.93998,1.41763,0.65242,0.6823,0.85835,16,16,19,1.087214788,Gem (Nuclear organelle) associated protein 4 OS=Mus musculus OX=10090 GN=Gemin4 PE=1 SV=1 
P,Q8K2C9,0.63519,0.95013,NA,NA,0.91229,2.77993,0.72314,0.63519,0.95013,4,4,7,0.732757526,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Mus musculus OX=10090 GN=Hacd3 PE=1 SV=2 
P,Q58D62,0.77051,0.97663,NA,NA,0.83271,1.94886,0.74627,0.77051,0.97663,7,7,11,0.613176536,SWISS-PROT:Q58D62 (Bos taurus) Fetuin-B precursor 
P,Q7TRB9,1,1,NA,NA,0.0169,1,NA,1,1,1,1,1,0.016897759,Olfactory receptor OS=Mus musculus OX=10090 GN=Olfr923 PE=2 SV=2 
P,F6WBH4,1,1,NA,NA,0.0169,1,NA,1,1,1,1,1,0.016897759,Olfactory receptor OS=Mus musculus OX=10090 GN=Olfr923 PE=3 SV=1 
P,Q60809,0.50551,0.46693,0.30903,0.47301,0.95438,1.50155,0.81373,0.50551,0.46693,6,6,11,1.289618492,CCR4-NOT transcription complex subunit 7 OS=Mus musculus OX=10090 GN=Cnot7 PE=1 SV=1 
P,Q8BUY5,0.99383,0.55543,0.38419,0.21027,1.31112,1.13705,1.2448,0.99383,0.55543,3,3,4,1.420001033,"Complex I assembly factor TIMMDC1, mitochondrial OS=Mus musculus OX=10090 GN=Timmdc1 PE=1 SV=1 "
P,A2CG35,0.70781,0.59911,0.33395,0.19884,1.11786,1.1899,1.01657,0.70781,0.59911,6,6,9,1.15738129,Ras-related protein Rab-12 OS=Mus musculus OX=10090 GN=Rab12 PE=1 SV=1 
P,P35283,0.70781,0.59911,0.33395,0.19884,1.11786,1.1899,1.01657,0.70781,0.59911,6,6,9,1.15738129,Ras-related protein Rab-12 OS=Mus musculus OX=10090 GN=Rab12 PE=1 SV=3 
P,Q99KF1,0.66937,0.7753,0.2194,0.17378,1.0906,1.21117,0.74365,0.66937,0.7753,5,5,8,0.968580912,Transmembrane emp24 domain-containing protein 9 OS=Mus musculus OX=10090 GN=Tmed9 PE=1 SV=2 
P,A0A0A6YVV3,1.13319,0.67917,0.04968,0.02418,1.2646,1.12811,1.13666,1.13319,0.67917,5,5,8,1.3386246,Thioredoxin domain-containing protein 9 OS=Mus musculus OX=10090 GN=Txndc9 PE=1 SV=1 
P,Q9CQ79,1.13319,0.67917,0.04968,0.02418,1.2646,1.12811,1.13666,1.13319,0.67917,5,5,8,1.3386246,Thioredoxin domain-containing protein 9 OS=Mus musculus OX=10090 GN=Txndc9 PE=1 SV=1 
P,A0A0A6YXY0,1.13319,0.67917,0.04968,0.02418,1.2646,1.12811,1.13666,1.13319,0.67917,5,5,8,1.3386246,Thioredoxin domain-containing protein 9 OS=Mus musculus OX=10090 GN=Txndc9 PE=1 SV=1 
P,A0A0A6YWP9,1.13319,0.67917,0.04968,0.02418,1.2646,1.12811,1.13666,1.13319,0.67917,5,5,8,1.3386246,Thioredoxin domain-containing protein 9 (Fragment) OS=Mus musculus OX=10090 GN=Txndc9 PE=1 SV=1 
P,A0A0U1RNK8,0.85987,0.94981,0.13241,0.09704,0.93558,1.26279,0.8766,0.85987,0.94981,6,6,8,1.107622649,General transcription factor 3C polypeptide 1 (Fragment) OS=Mus musculus OX=10090 GN=Gtf3c1 PE=1 SV=1 
P,E9PVM6,0.54454,0.83056,NA,NA,0.95677,1.05087,0.29652,0.54454,0.83056,2,2,2,0.957360852,"Enoyl-CoA delta isomerase 2, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Eci2 PE=1 SV=1 "
P,E9PUY9,0.54454,0.83056,�,�,0.95677,1.05087,0.29652,0.54454,0.83056,2,2,2,0.957360852,"Enoyl-CoA delta isomerase 2, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Eci2 PE=1 SV=1 "
P,E9Q858,0.54454,0.83056,�,�,0.95677,1.05087,0.29652,0.54454,0.83056,2,2,2,0.957360852,"Enoyl-CoA delta isomerase 2, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Eci2 PE=1 SV=1 "
P,E9Q7A8,0.54454,0.83056,�,�,0.95677,1.05087,0.29652,0.54454,0.83056,2,2,2,0.957360852,"Enoyl-CoA delta isomerase 2, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Eci2 PE=1 SV=1 "
P,E9PYC6,0.54454,0.83056,�,�,0.95677,1.05087,0.29652,0.54454,0.83056,2,2,2,0.957360852,"Enoyl-CoA delta isomerase 2, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Eci2 PE=1 SV=1 "
P,E9PYA9,0.54454,0.83056,�,�,0.95677,1.05087,0.29652,0.54454,0.83056,2,2,2,0.957360852,"Enoyl-CoA delta isomerase 2, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Eci2 PE=1 SV=1 "
P,D3Z353,0.76689,0.6816,NA,NA,0.9721,1,0.76689,0.76689,0.6816,1,1,1,0.972102753,Lysine-specific histone demethylase 1B (Fragment) OS=Mus musculus OX=10090 GN=Kdm1b PE=1 SV=1 
P,B0QZH8,0.89707,0.93887,0,0,1.13616,1,0.89707,0.89707,0.93887,2,2,2,1.136158853,Chromodomain helicase DNA-binding protein 3 (Fragment) OS=Mus musculus OX=10090 GN=Chd3 PE=1 SV=2 
P,B0QZH7,0.89707,0.93887,0,0,1.13616,1,0.89707,0.89707,0.93887,2,2,2,1.136158853,Chromodomain helicase DNA-binding protein 3 (Fragment) OS=Mus musculus OX=10090 GN=Chd3 PE=1 SV=2 
P,Q9DB42,0.62288,0.76393,0.06966,0.66561,1.06894,1.22677,0.66446,0.62288,0.76393,2,2,2,1.080117598,Zinc finger protein 593 OS=Mus musculus OX=10090 GN=Znf593 PE=1 SV=2 
P,Q8R3M1,0.68216,0.79417,NA,NA,0.74349,1,0.68216,0.68216,0.79417,1,1,2,0.743488231,Coatomer subunit zeta-1 OS=Mus musculus OX=10090 GN=Copz1 PE=1 SV=1 
P,A0A2R8VJV3,0.68216,0.79417,NA,NA,0.74349,1,0.68216,0.68216,0.79417,1,1,2,0.743488231,Coatomer subunit zeta-1 OS=Mus musculus OX=10090 GN=Copz1 PE=1 SV=1 
P,Q60767,0.85346,0.80176,NA,NA,0.96384,1.81348,0.93922,0.85346,0.80176,20,20,31,0.95803453,Lymphocyte antigen 75 OS=Mus musculus OX=10090 GN=Ly75 PE=1 SV=2 
P,B2RR82,0.71067,0.73678,NA,NA,0.90617,2.16819,0.89314,0.71067,0.73678,17,17,30,1.200931849,Intersectin-2 OS=Mus musculus OX=10090 GN=Itsn2 PE=1 SV=1 
P,Q9Z0R6,0.71067,0.73678,�,�,0.90617,2.16819,0.89314,0.71067,0.73678,17,17,30,1.200931849,Intersectin-2 OS=Mus musculus OX=10090 GN=Itsn2 PE=1 SV=2 
P,E9QNG1,0.71067,0.73678,�,�,0.90617,2.16819,0.89314,0.71067,0.73678,17,17,30,1.200931849,Intersectin-2 OS=Mus musculus OX=10090 GN=Itsn2 PE=1 SV=1 
P,A2ALV6,0.72969,0.85985,NA,NA,0.95158,1.76197,0.85884,0.72969,0.85985,7,7,8,0.864051413,Proteasome adapter and scaffold protein ECM29 OS=Mus musculus OX=10090 GN=Ecpas PE=1 SV=1 
P,F6UGU7,0.88349,0.84222,0.14569,0.15817,0.97105,1.10448,0.92846,0.88349,0.84222,6,6,9,0.964771966,Partitioning defective 3 homolog (Fragment) OS=Mus musculus OX=10090 GN=Pard3 PE=1 SV=1 
P,D6RIK7,0.71045,0.645,0.22356,0.13585,1.05357,1.02956,0.85932,0.71045,0.645,6,6,8,1.037735198,Cyclin-A2 OS=Mus musculus OX=10090 GN=Ccna2 PE=1 SV=1 
P,P51943,0.71045,0.645,0.22356,0.13585,1.05357,1.02956,0.85932,0.71045,0.645,6,6,8,1.037735198,Cyclin-A2 OS=Mus musculus OX=10090 GN=Ccna2 PE=1 SV=2 
P,G3UYU5,0.58358,0.5727,0.25514,0.17498,0.98994,1.17318,0.76832,0.58358,0.5727,10,10,19,0.943597713,Ribonuclease P protein subunit p40 OS=Mus musculus OX=10090 GN=Rpp40 PE=1 SV=1 
P,Q8R1F9,0.58358,0.5727,0.25514,0.17498,0.98994,1.17318,0.76832,0.58358,0.5727,10,10,19,0.943597713,Ribonuclease P protein subunit p40 OS=Mus musculus OX=10090 GN=Rpp40 PE=2 SV=2 
P,Q61249,0.59594,0.58863,0.25374,0.22846,1.1331,1.44053,0.75417,0.59594,0.58863,6,6,7,1.127768883,Immunoglobulin-binding protein 1 OS=Mus musculus OX=10090 GN=Igbp1 PE=1 SV=1 
P,B1AT92,1.31317,0.09486,1.23964,0.40918,4.32717,5.45599,0.73202,1.31317,0.09486,2,2,2,7.833426446,Growth factor receptor-bound protein 2 OS=Mus musculus OX=10090 GN=Grb2 PE=1 SV=1 
P,V9GXK3,0.78263,0.90975,0.17415,0.08943,0.90262,1.21017,0.83145,0.78263,0.90975,9,9,15,1.028932892,E3 ubiquitin-protein ligase NEDD4 OS=Mus musculus OX=10090 GN=Nedd4 PE=1 SV=1 
P,Q8R235,1,1,NA,NA,246.70711,1,NA,1,1,1,1,4,246.7071122,Transmembrane protein 203 OS=Mus musculus OX=10090 GN=Tmem203 PE=2 SV=1 
P,Q3TUS3,0.93887,0.71844,NA,NA,1.05353,1,0.93887,0.93887,0.71844,1,1,1,1.053526978,"Thioredoxin, mitochondrial OS=Mus musculus OX=10090 GN=Txn2 PE=1 SV=1 "
P,G3UWH0,1,1,NA,NA,2.12012,1,NA,1,1,1,1,1,2.120119447,"MCG7641, isoform CRA_b OS=Mus musculus OX=10090 GN=Sec61g PE=1 SV=1 "
P,P60060,1,1,NA,NA,2.12012,1,NA,1,1,1,1,1,2.120119447,Protein transport protein Sec61 subunit gamma OS=Mus musculus OX=10090 GN=Sec61g PE=3 SV=1 
P,Q5SWW4,0.73187,0.76793,NA,NA,0.91409,1.46125,0.86671,0.73187,0.76793,24,24,32,1.147275463,Mediator of RNA polymerase II transcription subunit 13 OS=Mus musculus OX=10090 GN=Med13 PE=1 SV=1 
P,Q61510,0.80704,0.84308,NA,NA,1.30644,1.43899,0.792,0.80704,0.84308,6,6,8,1.265230267,E3 ubiquitin/ISG15 ligase TRIM25 OS=Mus musculus OX=10090 GN=Trim25 PE=1 SV=2 
P,F6TN13,0.70295,0.57212,0.18027,0.30111,0.96962,1.21933,0.83427,0.70295,0.57212,7,7,13,1.014379286,RNA-binding region-containing protein 3 (Fragment) OS=Mus musculus OX=10090 GN=Rnpc3 PE=1 SV=1 
P,Q3UZ01,0.70295,0.57212,0.18027,0.30111,0.96962,1.21933,0.83427,0.70295,0.57212,7,7,13,1.014379286,RNA-binding region-containing protein 3 OS=Mus musculus OX=10090 GN=Rnpc3 PE=2 SV=2 
P,Q99LM2,1.01108,0.90727,NA,NA,1.15233,1.18509,1.02613,1.01108,0.90727,6,6,11,1.226055348,CDK5 regulatory subunit-associated protein 3 OS=Mus musculus OX=10090 GN=Cdk5rap3 PE=1 SV=1 
P,Q8C3I8,0.91306,0.96457,0.0692,0.10428,1.11226,1.03066,0.92048,0.91306,0.96457,5,5,5,1.114825444,Protein HGH1 homolog OS=Mus musculus OX=10090 GN=Hgh1 PE=1 SV=1 
P,Q9DC16,0.93408,0.73781,NA,NA,1.13138,1.87554,0.92322,0.93408,0.73781,5,5,5,1.827324315,Endoplasmic reticulum-Golgi intermediate compartment protein 1 OS=Mus musculus OX=10090 GN=Ergic1 PE=1 SV=1 
P,F7BXT3,0.55141,1.03242,0.07702,0.1209,0.77498,1.32452,0.57723,0.55141,1.03242,3,3,3,0.92951641,Lysine-specific demethylase 5C (Fragment) OS=Mus musculus OX=10090 GN=Kdm5c PE=1 SV=8 
